features_id,bedrooms,bathrooms,squareFootage,features,lotSize
350,3.0,2.0,1822.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 7, 'unitCount': 1}",13068.0
351,3.0,2.5,1818.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'heating': True, 'heatingType': 'Central', 'roofType': 'Roll Tar & Gravel', 'roomCount': 4, 'unitCount': 1}",2831400.0
352,3.0,1.0,1232.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Gas', 'roomCount': 6, 'unitCount': 1}",6852.0
353,4.0,3.0,2608.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roomCount': 7, 'unitCount': 1}",14060.0
354,3.0,1.0,1262.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'floorCount': 2, 'foundationType': 'Wood', 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 6, 'unitCount': 1}",6300.0
355,3.0,2.0,1372.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'roofType': 'Shingle', 'unitCount': 1}",13939.0
356,2.0,2.0,1060.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'pool': True, 'unitCount': 1, 'viewType': 'Average'}",0.0
357,3.0,2.0,1297.0,"{'architectureType': 'Conventional', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roomCount': 5, 'unitCount': 1}",6251.0
358,4.0,3.5,3014.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'floorCount': 1, 'garage': True, 'garageSpaces': 3, 'garageType': 'Attached', 'pool': True, 'heating': True, 'heatingType': 'Forced Air'}",22651.0
359,3.0,1.0,1518.0,"{'architectureType': 'Traditional', 'exteriorType': 'Composition', 'floorCount': 2, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 6, 'unitCount': 1}",7500.0
360,3.0,2.0,2381.0,"{'exteriorType': 'Stucco', 'floorCount': 1, 'roofType': 'Asphalt', 'unitCount': 1}",6534.0
361,4.0,2.5,2288.0,"{'exteriorType': 'Wood', 'floorCount': 1, 'roomCount': 6, 'unitCount': 1}",5061.0
362,3.0,2.0,2092.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'roomCount': 5, 'unitCount': 1}",125017.0
363,0.0,1.0,1012.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Central', 'roomCount': 5, 'unitCount': 1}",10454.0
364,3.0,1.0,912.0,"{'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Other', 'roofType': 'Roll Tar & Gravel', 'unitCount': 1, 'garage': True, 'garageType': 'Carport'}",7501.0
365,4.0,2.0,1372.0,"{'cooling': True, 'coolingType': 'Evaporative', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 10, 'unitCount': 1}",7645.0
366,4.0,3.0,2038.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True}",8625.0
367,3.0,2.0,1685.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",8700.0
368,3.0,1.0,1102.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'floorCount': 1, 'unitCount': 1}",0.0
369,3.0,2.0,1726.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Other', 'roomCount': 6, 'unitCount': 1}",6531.0
370,3.0,3.0,1967.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Other', 'roomCount': 6, 'unitCount': 1}",5017.0
371,3.0,3.0,1566.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",20055.0
372,3.0,2.0,1158.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}",5500.0
373,4.0,3.0,2250.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 8}",3127.0
374,3.0,2.5,2036.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 7, 'unitCount': 1}",27443.0
375,3.0,3.0,1528.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Other', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6}",0.0
376,3.0,2.0,1851.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Combination', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Stone', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",10019.0
377,3.0,2.0,1080.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Fiberglass'}",6600.0
378,0.0,3.0,2609.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",14323.0
379,4.0,2.0,2387.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 10, 'unitCount': 1}",13912.0
380,4.0,4.0,1164.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 9, 'unitCount': 1}",8712.0
381,3.0,1.5,1842.0,"{'architectureType': 'Ranch', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Hot Water', 'unitCount': 1}",22651.0
382,3.0,2.0,1728.0,Unknown,261360.0
383,4.0,4.0,1826.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Metal', 'roomCount': 10, 'unitCount': 1}",1275.0
384,3.0,1.5,1120.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",10149.0
385,1.0,1.0,960.0,"{'architectureType': 'Two Family', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 4}",1612.0
386,1.0,1.0,600.0,Unknown,7254.0
387,3.0,1.0,1269.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 6, 'unitCount': 1, 'foundationType': 'Raised'}",13011.0
388,0.0,0.0,1050.0,"{'exteriorType': 'Brick', 'floorCount': 2, 'unitCount': 1}",1512.0
389,3.0,1.0,1162.0,"{'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Wood', 'garage': True, 'garageType': 'Carport', 'heating': True, 'roofType': 'Shingle', 'roomCount': 5, 'unitCount': 1}",21450.0
390,3.0,2.0,2109.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Other', 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True}",8494.0
391,6.0,4.5,4266.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'unitCount': 1, 'viewType': 'Water'}",16326.0
392,1.0,1.0,834.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Vinyl', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Detached', 'heating': True, 'roofType': 'Shingle', 'unitCount': 1, 'heatingType': 'Central', 'roomCount': 4}",4800.0
393,3.0,2.0,1322.0,"{'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Electric', 'roofType': 'Composition Shingle'}",9583.0
394,6.0,7.0,4787.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Other', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt'}",31363.0
395,2.0,2.0,1903.0,Unknown,3870.0
396,4.0,2.0,1806.0,"{'exteriorType': 'Brick', 'floorCount': 1, 'roofType': 'Asphalt', 'roomCount': 7}",17424.0
397,4.0,3.0,2378.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Composition Shingle', 'unitCount': 1}",9890.0
398,5.0,2.0,2616.0,"{'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Baseboard', 'roofType': 'Roll Composition'}",326700.0
399,2.0,2.0,1898.0,"{'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Gravity', 'pool': True, 'poolType': 'Above-Ground Pool', 'roofType': 'Asphalt', 'roomCount': 7}",34848.0
400,0.0,0.0,2474.0,"{'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'unitCount': 1}",8276.0
401,3.0,1.0,1210.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Vinyl', 'floorCount': 1, 'foundationType': 'Wood', 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 5, 'unitCount': 1}",20000.0
402,4.0,2.0,1044.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 9}",8276.0
403,2.0,2.0,880.0,"{'architectureType': 'Mobile Home', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt'}",2265.0
404,0.0,3.5,3709.0,"{'exteriorType': 'Brick', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'unitCount': 1}",27443.0
